route,training_seed,sampling_seed,sequence_id,track,score,wrong_track_score,margin,preference_accuracy
FD-DF-L-AM-FHC,2345,3456,7283ade72c8d1d42c7874520be9550091334326be6c22f9d50d42b26d513b3b0,184_retarget,0.06552717517865099,0.006201186270004536,0.05932598890864644,60.357142857142854
FD-DF-L-AM-FHC,2345,3456,84639b8ed1c96f2332abff174c0be805fa61805cd155e5e2830f72989e382bbb,051_retarget,0.025187498449996217,0.05810233077402567,-0.032914832324029454,40.535714285714285
FD-DF-L-AM-FHC,2345,3456,8f503037c65963ac46ff60251305ce2ae46c27dd542a02536bc43b7c85f98e3e,211_retarget,0.016590337627026584,0.03492424428873956,-0.018333906661712984,46.785714285714285
FD-DF-L-AM-FHC,2345,3456,9045b0021bf6f3105232b222563c8423a77af2b093cb05686fb23752a1758b29,007_retarget,0.17509533938049024,0.017027134763041907,0.15806820461744836,73.75
FD-DF-L-AM-FHC,2345,3456,bd1420c895b88f8b02fbf96f51a0a6acc520370b8a99b158c63da0341dc856e1,019_retarget,0.3550649113062911,0.03840908894984181,0.31665582235644935,93.03571428571429
FD-DF-L-AM-FHC,2345,3456,efcbe1a6086031ca8f1e75b9218d8bc695bae568557c5eafb0a4c1faffdc6217,012_retarget,0.09580868119343662,0.03703062722632496,0.05877805396711166,62.67857142857143
FD-DF-L-AM-FHC,3456,1234,04e67b4a773c81c14c482cdc970930ffd5b6f24c31b909ebb92b6c6b2d8b3148,071_retarget,0.2537155940675279,0.0417897841949116,0.21192580987261633,80.89285714285714
FD-DF-L-AM-FHC,3456,1234,079b368d20901c972c416fe1632d77f36f478a2b5320b1888dc02a343d912343,014_retarget,0.4044520173353928,0.05294490011826262,0.3515071172171302,94.28571428571428
FD-DF-L-AM-FHC,3456,1234,19249d94dc1ae98405e014eed71cd8f28f9a8f33f8253b4b68b2dab456fd39ab,162_retarget,0.2934992178562787,0.053734550599243536,0.2397646672570352,89.64285714285715
FD-DF-L-AM-FHC,3456,1234,21e1e00d1bceccdb45cf8c68019db42e5eab7b97889b3139a9ad915120295043,100_retarget,0.438107219752571,0.006060490097413624,0.4320467296551574,97.32142857142857
FD-DF-L-AM-FHC,3456,1234,4c178f413740a16b7bf14421a443f91a891a898a82f75b0028bf522d25a27cdd,008_retarget,0.29455547754294953,0.02468425163805287,0.26987122590489665,85.17857142857143
FD-DF-L-AM-FHC,3456,1234,7283ade72c8d1d42c7874520be9550091334326be6c22f9d50d42b26d513b3b0,184_retarget,0.03095838805286295,0.04029847721231071,-0.009340089159447756,47.5
FD-DF-L-AM-FHC,3456,1234,84639b8ed1c96f2332abff174c0be805fa61805cd155e5e2830f72989e382bbb,051_retarget,0.04980175619187764,0.02544374839326519,0.02435800779861244,56.25
FD-DF-L-AM-FHC,3456,1234,8f503037c65963ac46ff60251305ce2ae46c27dd542a02536bc43b7c85f98e3e,211_retarget,0.04708529225589851,0.0048135720520838575,0.04227172020381465,60.535714285714285
FD-DF-L-AM-FHC,3456,1234,9045b0021bf6f3105232b222563c8423a77af2b093cb05686fb23752a1758b29,007_retarget,0.3355650767754067,0.041961034884674134,0.2936040418907325,80.53571428571429
FD-DF-L-AM-FHC,3456,1234,bd1420c895b88f8b02fbf96f51a0a6acc520370b8a99b158c63da0341dc856e1,019_retarget,0.2820700105010653,0.027920793512038217,0.2541492169890271,88.92857142857142
FD-DF-L-AM-FHC,3456,1234,efcbe1a6086031ca8f1e75b9218d8bc695bae568557c5eafb0a4c1faffdc6217,012_retarget,-0.020033468304906283,0.00841581732899434,-0.028449285633900628,43.75
FD-DF-L-AM-FHC,3456,2345,04e67b4a773c81c14c482cdc970930ffd5b6f24c31b909ebb92b6c6b2d8b3148,071_retarget,0.26017918436531146,0.03730241490620495,0.22287676945910648,79.46428571428571
FD-DF-L-AM-FHC,3456,2345,079b368d20901c972c416fe1632d77f36f478a2b5320b1888dc02a343d912343,014_retarget,0.3903096981240711,0.06937718619662116,0.32093251192745,87.67857142857143
FD-DF-L-AM-FHC,3456,2345,19249d94dc1ae98405e014eed71cd8f28f9a8f33f8253b4b68b2dab456fd39ab,162_retarget,0.2121187953982787,0.054315753497670496,0.1578030419006082,74.82142857142857
FD-DF-L-AM-FHC,3456,2345,21e1e00d1bceccdb45cf8c68019db42e5eab7b97889b3139a9ad915120295043,100_retarget,0.4200690616281743,0.0029540234584648564,0.4171150381697095,95.89285714285715
FD-DF-L-AM-FHC,3456,2345,4c178f413740a16b7bf14421a443f91a891a898a82f75b0028bf522d25a27cdd,008_retarget,0.33859491268954056,0.017021844393872908,0.3215730682956677,93.39285714285714
FD-DF-L-AM-FHC,3456,2345,7283ade72c8d1d42c7874520be9550091334326be6c22f9d50d42b26d513b3b0,184_retarget,0.03954306469564728,0.03286444479174811,0.006678619903899159,51.42857142857142
FD-DF-L-AM-FHC,3456,2345,84639b8ed1c96f2332abff174c0be805fa61805cd155e5e2830f72989e382bbb,051_retarget,0.005287196613507862,0.02189410786038704,-0.016606911246879182,44.285714285714285
FD-DF-L-AM-FHC,3456,2345,8f503037c65963ac46ff60251305ce2ae46c27dd542a02536bc43b7c85f98e3e,211_retarget,0.15771797813765906,0.055342972827846615,0.10237500530981244,69.46428571428571
FD-DF-L-AM-FHC,3456,2345,9045b0021bf6f3105232b222563c8423a77af2b093cb05686fb23752a1758b29,007_retarget,0.3968947611671993,0.05357842500195349,0.3433163361652458,83.57142857142857
FD-DF-L-AM-FHC,3456,2345,bd1420c895b88f8b02fbf96f51a0a6acc520370b8a99b158c63da0341dc856e1,019_retarget,0.3040819595712761,0.04245611659227219,0.2616258429790038,93.03571428571429
FD-DF-L-AM-FHC,3456,2345,efcbe1a6086031ca8f1e75b9218d8bc695bae568557c5eafb0a4c1faffdc6217,012_retarget,-0.004168127057621461,0.008024523001784889,-0.01219265005940635,49.107142857142854
FD-DF-L-AM-FHC,3456,3456,04e67b4a773c81c14c482cdc970930ffd5b6f24c31b909ebb92b6c6b2d8b3148,071_retarget,0.2206363317313378,0.04335456442086686,0.1772817673104709,78.21428571428571
FD-DF-L-AM-FHC,3456,3456,079b368d20901c972c416fe1632d77f36f478a2b5320b1888dc02a343d912343,014_retarget,0.3527257581625218,0.06267020109417178,0.29005555706835,89.28571428571429
FD-DF-L-AM-FHC,3456,3456,19249d94dc1ae98405e014eed71cd8f28f9a8f33f8253b4b68b2dab456fd39ab,162_retarget,0.1862077539303371,0.05406363469846215,0.13214411923187494,73.21428571428571
FD-DF-L-AM-FHC,3456,3456,21e1e00d1bceccdb45cf8c68019db42e5eab7b97889b3139a9ad915120295043,100_retarget,0.3958916189667154,-0.003967428894640913,0.3998590478613563,98.57142857142858
FD-DF-L-AM-FHC,3456,3456,4c178f413740a16b7bf14421a443f91a891a898a82f75b0028bf522d25a27cdd,008_retarget,0.2778895917023431,0.006145125562495744,0.27174446613984743,88.75
FD-DF-L-AM-FHC,3456,3456,7283ade72c8d1d42c7874520be9550091334326be6c22f9d50d42b26d513b3b0,184_retarget,0.03197273617202072,0.008106002549630847,0.023866733622389873,53.39285714285714
FD-DF-L-AM-FHC,3456,3456,84639b8ed1c96f2332abff174c0be805fa61805cd155e5e2830f72989e382bbb,051_retarget,0.032611488146448764,0.025891723191089146,0.006719764955359629,50.71428571428571
FD-DF-L-AM-FHC,3456,3456,8f503037c65963ac46ff60251305ce2ae46c27dd542a02536bc43b7c85f98e3e,211_retarget,-0.0010327059288049723,-0.001887335446882843,0.0008546295180778683,54.107142857142854
FD-DF-L-AM-FHC,3456,3456,9045b0021bf6f3105232b222563c8423a77af2b093cb05686fb23752a1758b29,007_retarget,0.32662552024851277,0.04977315242442952,0.27685236782408323,80.0
FD-DF-L-AM-FHC,3456,3456,bd1420c895b88f8b02fbf96f51a0a6acc520370b8a99b158c63da0341dc856e1,019_retarget,0.3313656248003954,0.03620276275392122,0.2951628620464742,94.82142857142857
FD-DF-L-AM-FHC,3456,3456,efcbe1a6086031ca8f1e75b9218d8bc695bae568557c5eafb0a4c1faffdc6217,012_retarget,0.03788713251834002,0.013332697477786702,0.024554435040553317,55.53571428571429
FD-DF-L-AJ-FHC,1234,1234,04e67b4a773c81c14c482cdc970930ffd5b6f24c31b909ebb92b6c6b2d8b3148,071_retarget,0.2347250929672741,0.06049332413474498,0.17423176883252914,75.17857142857143
FD-DF-L-AJ-FHC,1234,1234,079b368d20901c972c416fe1632d77f36f478a2b5320b1888dc02a343d912343,014_retarget,0.4854389645452967,0.032892664817176766,0.45254629972811994,99.28571428571429
FD-DF-L-AJ-FHC,1234,1234,19249d94dc1ae98405e014eed71cd8f28f9a8f33f8253b4b68b2dab456fd39ab,162_retarget,0.27918657933720964,0.04235407302050258,0.23683250631670702,84.64285714285714
FD-DF-L-AJ-FHC,1234,1234,21e1e00d1bceccdb45cf8c68019db42e5eab7b97889b3139a9ad915120295043,100_retarget,0.3655066718175612,0.011849481271105395,0.3536571905464559,94.64285714285714
FD-DF-L-AJ-FHC,1234,1234,4c178f413740a16b7bf14421a443f91a891a898a82f75b0028bf522d25a27cdd,008_retarget,0.13552824302963604,0.03616119874162874,0.0993670442880073,61.07142857142858
FD-DF-L-AJ-FHC,1234,1234,7283ade72c8d1d42c7874520be9550091334326be6c22f9d50d42b26d513b3b0,184_retarget,0.012963905207133216,0.03391092910932442,-0.020947023902191195,42.857142857142854
FD-DF-L-AJ-FHC,1234,1234,84639b8ed1c96f2332abff174c0be805fa61805cd155e5e2830f72989e382bbb,051_retarget,0.04215389850167094,0.027278228572607255,0.0148756699290637,51.07142857142857
FD-DF-L-AJ-FHC,1234,1234,8f503037c65963ac46ff60251305ce2ae46c27dd542a02536bc43b7c85f98e3e,211_retarget,0.06592083598785474,0.026665876332500636,0.039254959655354096,59.285714285714285
FD-DF-L-AJ-FHC,1234,1234,9045b0021bf6f3105232b222563c8423a77af2b093cb05686fb23752a1758b29,007_retarget,0.13975749863623196,0.023301539235709896,0.1164559594005221,72.14285714285714
FD-DF-L-AJ-FHC,1234,1234,bd1420c895b88f8b02fbf96f51a0a6acc520370b8a99b158c63da0341dc856e1,019_retarget,0.27932746648939244,0.047293025647919734,0.2320344408414727,89.82142857142857
FD-DF-L-AJ-FHC,1234,1234,efcbe1a6086031ca8f1e75b9218d8bc695bae568557c5eafb0a4c1faffdc6217,012_retarget,0.012153072341487143,0.02477810873748402,-0.012625036395996875,47.67857142857143
FD-DF-L-AJ-FHC,1234,2345,04e67b4a773c81c14c482cdc970930ffd5b6f24c31b909ebb92b6c6b2d8b3148,071_retarget,0.25665926324908006,0.03295814476529798,0.22370111848378207,82.85714285714286
FD-DF-L-AJ-FHC,1234,2345,079b368d20901c972c416fe1632d77f36f478a2b5320b1888dc02a343d912343,014_retarget,0.4847992073835444,0.04320123292567615,0.44159797445786825,98.39285714285714
FD-DF-L-AJ-FHC,1234,2345,19249d94dc1ae98405e014eed71cd8f28f9a8f33f8253b4b68b2dab456fd39ab,162_retarget,0.231188895572847,0.0498728781421006,0.18131601743074638,82.85714285714286
FD-DF-L-AJ-FHC,1234,2345,21e1e00d1bceccdb45cf8c68019db42e5eab7b97889b3139a9ad915120295043,100_retarget,0.3572875294406942,0.007933251958124868,0.3493542774825693,90.71428571428571
FD-DF-L-AJ-FHC,1234,2345,4c178f413740a16b7bf14421a443f91a891a898a82f75b0028bf522d25a27cdd,008_retarget,0.30621733602158807,0.040347849171093464,0.2658694868504946,86.60714285714286
FD-DF-L-AJ-FHC,1234,2345,7283ade72c8d1d42c7874520be9550091334326be6c22f9d50d42b26d513b3b0,184_retarget,-0.008357620199564807,0.03165170505668961,-0.04000932525625442,40.17857142857143
FD-DF-L-AJ-FHC,1234,2345,84639b8ed1c96f2332abff174c0be805fa61805cd155e5e2830f72989e382bbb,051_retarget,0.03674239312118919,0.019209540979083586,0.017532852142105596,52.5
